plot_code,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
ET084-4-1,ET,2024/11/27,1765,40.096408200000006,8.1415445,753336301300601,15681,Ethiopia,No,No,No,Few (2-5%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET084-6-1,ET,2024/11/27,1579,40.102321999999994,8.1436186,753336301101301,15683,Ethiopia,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET083-1-1,ET,2024/11/12,1953,38.4274074,8.1654242,752881800600601,15687,Ethiopia,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET058-4-1,ET,2024/11/13,1802,38.366992700000004,7.7052393,764014001901001,15691,Ethiopia,No,No,No,Very few (0-2%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Vegetables,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET090-2-1,ET,2024/11/14,2064,38.0819164,7.7604697,762676501701501,15711,Ethiopia,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET087-8-2,ET,2024/11/14,1828,38.333984,7.957000999999999,757779601800802,15730,Ethiopia,No,No,No,Very few (0-2%),Stones (6 - 20 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Shrub,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET070-2-1,ET,2024/11/19,1353,37.9272151,6.7222039,788503201300401,15768,Ethiopia,No,No,No,Very few (0-2%),Stones (6 - 20 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET141-3-1,ET,2024/11/23,2644,37.5297926,6.3361493,798297600301101,15783,Ethiopia,No,No,No,Very few (0-2%),Stones (6 - 20 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Strongly sloping (10 - 15%),No,Cultivated aquatic or regularly flooded areas,Herbaceous - Non-Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET139-1-1,ET,2024/11/20,1328,37.5622294,6.5055635999999994,793844801400401,15792,Ethiopia,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Shrub,Oilcrops,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET139-2-3,ET,2024/11/20,1359,37.5719396,6.5101293,793844800901503,15793,Ethiopia,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET139-3-1,ET,2024/11/20,1315,37.5604479,6.5154768,793844800300201,15797,Ethiopia,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Shrub,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET105-2-1,ET,2024/11/25,3122,39.2369213,7.8600647,760456400600601,15800,Ethiopia,Yes,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET105-4-1,ET,2024/11/25,3081,39.2382359,7.8572359,760456401000801,15801,Ethiopia,Yes,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Pulses,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET055-2-1,ET,2024/11/26,3298,39.3294512,7.938769000000001,758230401900601,15802,Ethiopia,Yes,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Vegetables,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
ET106-3-1,ET,2024/12/30,2836,39.185199700000005,7.452667699999999,770252702001901,15811,Ethiopia,No,No,No,Few (2-5%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Moderately steep (15 - 30%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",No,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET120-5-1,ET,2024/11/14,1947,37.46267520000001,7.690311,764454301501301,15862,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,Yes,Yes,Yes,Rainfed ,No,No,No,Yes,Yes,No,Yes
ET120-4-1,ET,2024/11/14,2060,37.4668362,7.6941725000000005,764454301101701,15864,Ethiopia,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,Yes,Rainfed ,Yes,No,No,Yes,Yes,No,Yes
ET085-3-1,ET,2024/11/15,1955,37.549272200000004,8.079106,755103500300101,15866,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
ET085-2-1,ET,2024/11/15,2008,37.5504568,8.0778133,755103500400201,15867,Ethiopia,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
ET114-2-1,ET,2024/11/24,2083,36.48713920000001,8.1416775,753316401300901,15919,Ethiopia,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET114-3-1,ET,2024/11/24,2115,36.4867817,8.1451454,753316400900801,15921,Ethiopia,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET081-2-1,ET,2024/12/06,1353,37.5954164,8.2612054,750205402000801,15977,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET081-3-2,ET,2024/12/28,1311,37.5905719,8.2617777,750205401900202,15992,Ethiopia,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,Yes,Yes,Rainfed ,No,No,No,No,No,No,No
ET081-6-3,ET,2024/12/28,1362,37.5963216,8.261863900000002,750205401900903,15998,Ethiopia,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,Yes,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET269-3-1,ET,2024/11/22,2561,37.3651045,6.130266799999999,803195001201201,15999,Ethiopia,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Roots and tubers,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
ET269-4-1,ET,2024/11/22,2623,37.3699893,6.1284632000000006,803195001401801,16000,Ethiopia,No,No,No,Few (2-5%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,"Animal traction (buffalo, bullock, cow, horse, mule/donkey)",Yes,No,No,Yes,Rainfed ,No,No,No,No,No,No,No
MG296-2-2,MG,2024/09/30,132,46.0169287,-24.6065676,1565138500802002,16047,Madagascar,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,No,No,No
MG115-1-1,MG,2024/10/14,405,47.445415999999994,-21.793824100000002,1495236601701701,16076,Madagascar,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,No,Irrigated,No,No,No,No,No,No,No
MG115-6-1,MG,2024/10/14,425,47.4413103,-21.7905567,1495236601301301,16078,Madagascar,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Steep land (Gradient > 30%, relief intensity > 150 m/km)",Steep (30 - 60%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: < 20%; scattered ,No visible signs of tillage,"In slope direction, tangent to contour",Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,No,No,No,No
MG027-4-2,MG,2024/10/20,232,48.0820058,-20.867719,1472530500601802,16110,Madagascar,No,No,No,Few (2-5%),Coarse gravel (2 - 6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,No visible signs of tillage,Not applicable,Not applicable,Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
MG597-4-3,MG,2024/09/29,450,46.056393299999996,-24.057548999999998,1551335001701503,16112,Madagascar,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Strongly sloping (10 - 15%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,No visible signs of tillage,Not applicable,Not applicable,Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
MG597-2-1,MG,2024/09/29,418,46.061065500000005,-24.0565992,1551335001602001,16115,Madagascar,No,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: 20 – 50%; clustered – irregular pattern and shape ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,Yes,No,No,No,No,No
MG025-6-1,MG,2024/10/19,182,48.3661029,-20.4068641,1460954701300301,16139,Madagascar,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Steep (30 - 60%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Fields: < 20%; scattered ,No visible signs of tillage,"In slope direction, tangent to contour",Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
